786490,ESCLANGON_ETAGE0_GLOBAL,eduspot,00:F6:63:CE:C6:51,-81,6,2025-11-17 10:48:33
786502,ESCLANGON_ETAGE0_GLOBAL,eduspot,00:F6:63:C7:2A:71,-82,1,2025-11-17 10:48:33
786512,ESCLANGON_ETAGE0_GLOBAL,eduroam,00:F6:63:CE:C6:54,-82,6,2025-11-17 10:48:33
786534,ESCLANGON_ETAGE0_GLOBAL,CONGRES,00:F6:63:E6:2E:D2,-84,6,2025-11-17 10:48:33
786544,ESCLANGON_ETAGE0_GLOBAL,ISIR,E8:65:D4:72:AC:59,-84,6,2025-11-17 10:48:33
786544,ESCLANGON_ETAGE0_GLOBAL,eduroam,00:F6:63:E6:2E:D4,-84,6,2025-11-17 10:48:33
786566,ESCLANGON_ETAGE0_GLOBAL,eduspot,00:F6:63:DD:3C:F1,-85,11,2025-11-17 10:48:33
786576,ESCLANGON_ETAGE0_GLOBAL,eduspot,00:F6:63:E6:2E:D1,-86,6,2025-11-17 10:48:33
786577,ESCLANGON_ETAGE0_GLOBAL,CONGRES,00:F6:63:DD:3C:F2,-86,11,2025-11-17 10:48:33
786609,ESCLANGON_ETAGE0_GLOBAL,eduroam,00:F6:63:DD:3C:F4,-87,11,2025-11-17 10:48:33
786631,ESCLANGON_ETAGE0_GLOBAL,ISIR,E8:65:D4:4E:A6:81,-88,9,2025-11-17 10:48:34
786642,ESCLANGON_ETAGE0_GLOBAL,CONGRES,00:F6:63:AC:D6:32,-89,6,2025-11-17 10:48:34
786663,ESCLANGON_ETAGE0_GLOBAL,CONGRES,00:F6:63:DD:3D:C2,-90,1,2025-11-17 10:48:34
786663,ESCLANGON_ETAGE0_GLOBAL,eduroam,00:F6:63:AC:D6:34,-90,6,2025-11-17 10:48:34
786674,ESCLANGON_ETAGE0_GLOBAL,eduspot,00:F6:63:AC:D6:31,-90,6,2025-11-17 10:48:34
786738,ESCLANGON_ETAGE0_GLOBAL,ISIR,E8:65:D4:72:AC:69,-97,1,2025-11-17 10:48:34
786738,ESCLANGON_ETAGE0_GLOBAL,eduspot,58:97:BD:CD:9C:60,-85,11,2025-11-17 10:48:33
786738,ESCLANGON_ETAGE0_GLOBAL,SCAI,58:97:BD:CD:9C:63,-87,11,2025-11-17 10:48:33
786738,ESCLANGON_ETAGE0_GLOBAL,eduroam,58:97:BD:CD:9C:62,-87,11,2025-11-17 10:48:33
786738,ESCLANGON_ETAGE0_GLOBAL,CONGRES,58:97:BD:CD:9C:61,-88,11,2025-11-17 10:48:33
786738,ESCLANGON_ETAGE0_GLOBAL,DIRECT-H1j8JEB86D213GOeg,52:57:9C:BF:C5:3E,-80,11,2025-11-17 10:48:33
